iter	Logloss
855	0.3303255712
856	0.3302092773
857	0.3300787057
858	0.3299845712
859	0.3299219651
860	0.329866049
861	0.3297543103
862	0.3296337756
863	0.3295324138
864	0.3294641815
865	0.3294010513
866	0.3293786524
867	0.3292365701
868	0.3291004464
869	0.3290311547
870	0.3289207599
871	0.3288063537
872	0.3287455394
873	0.3286291707
874	0.328574928
875	0.3284980105
876	0.3284427909
877	0.3284037773
878	0.328324752
879	0.328251142
880	0.3281412613
881	0.328045596
882	0.3280019827
883	0.327920732
884	0.3278726442
885	0.3278080004
886	0.3277647287
887	0.3277542937
888	0.3276453543
889	0.3275102012
890	0.3274255604
891	0.327327428
892	0.3272871604
893	0.3272035061
894	0.3270763738
895	0.3270416163
896	0.3269368988
897	0.3268972682
898	0.3267514027
899	0.3267157946
900	0.326656773
901	0.3265599627
902	0.3264696495
903	0.3263611319
904	0.3262639989
905	0.326206874
906	0.3261296341
907	0.3260186832
908	0.3259161027
909	0.3258459425
910	0.3257684175
911	0.3256339675
912	0.3254870642
913	0.3254162618
914	0.325364163
915	0.3253001268
916	0.3252292735
917	0.3251672314
918	0.3251101588
919	0.3250085654
920	0.3248958491
921	0.3248315092
922	0.3247905329
923	0.3247320573
924	0.3246323307
925	0.3245421152
926	0.3244642108
927	0.3244040749
928	0.3242743908
929	0.3241744032
930	0.3240998441
931	0.3240648782
932	0.3240093236
933	0.3239560976
934	0.3239382903
935	0.3238712771
936	0.3238256096
937	0.3237325844
938	0.3236638119
939	0.3235746933
940	0.3235109879
941	0.3234349856
942	0.3234042113
943	0.3233684289
944	0.3233035507
945	0.3232561798
946	0.3231441644
947	0.3230984965
948	0.3229964711
949	0.3229634803
950	0.3228915864
951	0.322799451
952	0.3227215331
953	0.3226368427
954	0.3225543055
955	0.322511959
956	0.322479978
957	0.3223950185
958	0.3223505009
959	0.3222934958
960	0.3221866723
961	0.3221509127
962	0.3220919911
963	0.3220416087
964	0.3219586451
965	0.3218610844
966	0.3217936204
967	0.3217653071
968	0.3217045718
969	0.3216726021
970	0.3216070384
971	0.3215404672
972	0.3214760023
973	0.3213880565
974	0.321338534
975	0.3212432864
976	0.3211921488
977	0.3210665514
978	0.3209405517
979	0.3209060131
980	0.3208317429
981	0.3206930474
982	0.3206379798
983	0.3205618382
984	0.3204890627
985	0.3204586861
986	0.3204047291
987	0.3203775207
988	0.3203299874
989	0.3203139191
990	0.3202790119
991	0.3202496302
992	0.3201699868
993	0.3200905298
994	0.3199887077
995	0.3199323267
996	0.3198741363
997	0.3198041694
998	0.3197380689
999	0.3197120452
1000	0.3196565686
1001	0.3196113802
1002	0.3195437021
1003	0.3194620285
1004	0.3193970742
1005	0.3193297171
1006	0.3192790788
1007	0.3191581579
1008	0.3190742586
1009	0.3190202658
1010	0.3189478158
1011	0.3188430022
1012	0.3187390423
1013	0.3186930952
1014	0.3186314536
1015	0.3185638157
1016	0.31852914
1017	0.3184410488
1018	0.3183726324
1019	0.318336373
1020	0.3182110804
1021	0.3181540935
1022	0.3180539483
1023	0.3180107083
1024	0.3179238863
1025	0.3178785742
1026	0.3178407365
1027	0.3177751596
1028	0.3177097454
1029	0.3176049863
1030	0.3174921352
1031	0.317427559
1032	0.3174037496
1033	0.317337156
1034	0.3172797007
1035	0.3171564564
1036	0.3170932455
1037	0.3169825825
1038	0.3169241947
1039	0.3168758167
1040	0.3168119966
1041	0.3166875315
1042	0.316610383
1043	0.3165473369
1044	0.3164611472
1045	0.3164167594
1046	0.3163460546
1047	0.316274716
1048	0.3162208439
1049	0.3161534755
1050	0.3160888032
1051	0.3160132289
1052	0.3159347151
1053	0.3158385723
1054	0.315784265
1055	0.3156732667
1056	0.3156082236
1057	0.3155631067
1058	0.3154880417
1059	0.3154430595
1060	0.3153325341
1061	0.3152625151
1062	0.3152183739
1063	0.3151737479
1064	0.3151191732
1065	0.3150768683
1066	0.3150015081
1067	0.3149461096
1068	0.3148444237
1069	0.3147404157
1070	0.3146204581
1071	0.3145672967
1072	0.3144434301
1073	0.3143893372
1074	0.3143214244
1075	0.31431501
1076	0.3142421343
1077	0.3141903359
1078	0.3141281426
1079	0.3140530517
1080	0.3139722074
1081	0.3138512362
1082	0.3138078639
1083	0.3137382405
1084	0.3136934675
1085	0.3136590384
1086	0.3135716356
1087	0.313525238
1088	0.3134719814
1089	0.3133823069
1090	0.3133265676
1091	0.3132706466
1092	0.3131517926
1093	0.3130660813
1094	0.3129969583
1095	0.3129531054
1096	0.3128700123
1097	0.3128412129
1098	0.3127442055
1099	0.3126753105
1100	0.312625355
1101	0.3125524788
1102	0.3124324402
1103	0.3123694957
1104	0.3123169764
1105	0.3122252035
1106	0.3121445908
1107	0.3120816776
1108	0.3119599264
1109	0.3119172526
1110	0.3118279686
1111	0.3117903161
1112	0.3117260672
1113	0.3116959188
1114	0.3116253028
1115	0.311563923
1116	0.3114877114
1117	0.3113781863
1118	0.31129805
1119	0.3112572842
1120	0.3111893841
1121	0.3111219325
1122	0.3110789809
1123	0.3110460699
1124	0.3110101771
1125	0.3109842131
1126	0.3109033667
1127	0.3108192943
1128	0.3107699868
1129	0.3106753077
1130	0.3105923622
1131	0.3105480171
1132	0.3104963992
1133	0.3104221675
1134	0.3103492957
1135	0.3103029247
1136	0.3102427864
1137	0.310137394
1138	0.3100707383
1139	0.3100059475
1140	0.3098848806
1141	0.309826984
1142	0.3097723347
1143	0.3096856209
1144	0.3096701195
1145	0.3095800547
1146	0.3095043981
1147	0.3094309866
1148	0.3093628992
1149	0.3093415924
1150	0.3092342768
1151	0.3091627591
1152	0.3091007911
1153	0.3090040974
1154	0.308917521
1155	0.3088972792
1156	0.3088296734
1157	0.3087525547
1158	0.3086834862
1159	0.3086272503
1160	0.3085662537
1161	0.3085009882
1162	0.3084246507
1163	0.3083705562
1164	0.3083247268
1165	0.3082724035
1166	0.3082438235
1167	0.3081948307
1168	0.3081421145
1169	0.3080761745
1170	0.3080116497
1171	0.3079526809
1172	0.307913281
1173	0.3078817146
1174	0.3077894548
1175	0.3077126784
1176	0.3076696422
1177	0.3076153899
1178	0.3076071506
1179	0.3075561521
1180	0.3074990127
1181	0.3074528052
1182	0.3073954691
1183	0.307249751
1184	0.3071706299
1185	0.3071281161
1186	0.3071006448
1187	0.3070702677
1188	0.3070202639
1189	0.3069636011
1190	0.3068607029
1191	0.3067898759
1192	0.3067894929
1193	0.3066705846
1194	0.3066216473
1195	0.3065649551
1196	0.3064844772
1197	0.3063858671
1198	0.3063354112
1199	0.306232224
1200	0.3061609431
1201	0.3061133622
1202	0.3060648499
1203	0.3059731948
1204	0.3059353336
1205	0.3059009604
1206	0.3058061679
1207	0.3057570207
1208	0.3056892053
1209	0.3056261173
1210	0.3055157207
1211	0.3054428083
1212	0.3054218853
1213	0.3053616685
1214	0.3053080978
1215	0.30523199
1216	0.3051382975
1217	0.3050680153
1218	0.3050552368
1219	0.304978068
1220	0.3048792812
1221	0.3048387619
1222	0.3047713527
1223	0.3046939579
1224	0.3046433591
1225	0.3045693834
1226	0.3044993519
1227	0.3044308335
1228	0.3044041929
1229	0.3043472807
1230	0.3042948816
1231	0.3042629865
1232	0.3042273131
1233	0.3041805346
1234	0.3041426402
1235	0.3041179512
1236	0.3040656002
1237	0.3039621131
1238	0.3038493142
1239	0.3037765396
1240	0.3037716629
1241	0.3037273683
1242	0.303665437
1243	0.3035556568
1244	0.3035225591
1245	0.3034265964
1246	0.303341475
1247	0.3032995992
1248	0.3032476506
1249	0.3032107172
1250	0.3031679031
1251	0.3031131445
1252	0.3030615086
1253	0.3029941376
1254	0.3029596385
1255	0.3028875793
1256	0.3028719348
1257	0.3028697192
1258	0.3028017709
1259	0.3027631103
1260	0.3027223433
1261	0.3026877403
1262	0.3026594076
1263	0.3025815615
1264	0.3025174732
1265	0.3024795646
1266	0.3023993872
1267	0.3023106336
1268	0.3022028747
1269	0.302132565
1270	0.3020734431
1271	0.3019358965
1272	0.3018560976
1273	0.3017662385
1274	0.3017274377
1275	0.3016967883
1276	0.3016234446
1277	0.3015394612
1278	0.3015030326
1279	0.3014059481
1280	0.301397596
1281	0.301364389
1282	0.3012725407
1283	0.3012108784
1284	0.3011851988
1285	0.3011139436
1286	0.3010674393
1287	0.3010232243
1288	0.3009509376
1289	0.3008583735
1290	0.3007991783
1291	0.3007243441
1292	0.3006924883
1293	0.3006612954
1294	0.3005839847
1295	0.3005389935
1296	0.3004648551
1297	0.3003933475
1298	0.3003911053
1299	0.3003320014
1300	0.3003088061
1301	0.3002577038
1302	0.3002099066
1303	0.300146158
1304	0.3001013781
1305	0.3000743451
1306	0.3000249375
1307	0.2999370968
1308	0.299871113
1309	0.2998560545
1310	0.2998425312
1311	0.2998036106
1312	0.2997845414
1313	0.2996728826
1314	0.2995609325
1315	0.2995171603
1316	0.2994588233
1317	0.2993993963
1318	0.2993649695
1319	0.2993504919
1320	0.2993042186
1321	0.2992747246
1322	0.2992462749
1323	0.2992120798
1324	0.2991529169
1325	0.2991279258
1326	0.2990725445
1327	0.2989855855
1328	0.2989689559
1329	0.2989367176
1330	0.2989296797
1331	0.2989084247
1332	0.2988902002
1333	0.2988422764
1334	0.2987836421
1335	0.2987266211
1336	0.298627856
1337	0.2985598963
1338	0.2985076863
1339	0.2984716192
1340	0.2984119316
1341	0.2983442565
1342	0.2983177297
1343	0.2982885511
1344	0.2982514603
1345	0.2982098856
1346	0.2981344991
1347	0.2980984986
1348	0.2980979981
1349	0.2980545921
1350	0.297989449
1351	0.2979572928
1352	0.2979043361
1353	0.2978307138
1354	0.297752806
1355	0.297668983
1356	0.2976377097
1357	0.2976147998
1358	0.2976033452
1359	0.2975550948
1360	0.2974963945
1361	0.2974785048
1362	0.2973842378
1363	0.2973347181
1364	0.2972738573
1365	0.2971924838
1366	0.2971335276
1367	0.2971083063
1368	0.297052032
1369	0.2969959004
1370	0.2969752483
1371	0.2969273712
1372	0.2968309941
1373	0.2968040716
1374	0.2967495561
1375	0.2967053726
1376	0.2966769129
1377	0.2966524898
1378	0.2966008862
1379	0.296480027
1380	0.2964103451
1381	0.2963620461
1382	0.2963505614
1383	0.2963145883
1384	0.2962723978
1385	0.2962053836
1386	0.296151525
1387	0.2961036227
1388	0.2960127311
1389	0.2959359921
1390	0.2959010538
1391	0.2958702837
1392	0.295824877
1393	0.2958015989
1394	0.295778894
1395	0.2957450804
1396	0.2956885436
1397	0.295667537
1398	0.2956193837
1399	0.2955223895
1400	0.2954167046
1401	0.2953772359
1402	0.2953257888
1403	0.2952386179
1404	0.2951782321
1405	0.2951067223
1406	0.295035634
1407	0.2949720999
1408	0.2949259745
1409	0.2948363995
1410	0.2947602654
1411	0.2946942203
1412	0.2946772068
1413	0.2945900206
1414	0.2945043604
1415	0.2944713606
1416	0.2944050064
1417	0.2943737903
1418	0.2942924783
1419	0.2942706361
1420	0.2942235003
1421	0.2941542224
1422	0.2941281628
1423	0.294028891
1424	0.2939326199
1425	0.2938859599
1426	0.2938455857
1427	0.2937710216
1428	0.2937500874
1429	0.2937129912
1430	0.293617725
1431	0.293521557
1432	0.2934457159
1433	0.2933762335
1434	0.2933056538
1435	0.2932628993
1436	0.2932194078
1437	0.2932137718
1438	0.2931381766
1439	0.2930998595
1440	0.293082194
1441	0.2930652043
1442	0.2930127868
1443	0.2929581596
1444	0.2929229758
1445	0.2928464719
1446	0.292789803
1447	0.2926788106
1448	0.2926052488
1449	0.2925525849
1450	0.2924521568
1451	0.2924308523
1452	0.2923693634
1453	0.2923629644
1454	0.2923313041
1455	0.2923169911
1456	0.2923082313
1457	0.2922172582
1458	0.2921436597
1459	0.2920780853
1460	0.2920581303
1461	0.292021689
1462	0.2919825161
1463	0.2919373404
1464	0.2919100151
1465	0.2918466645
1466	0.291800728
1467	0.2917465639
1468	0.2916606008
1469	0.2915869696
1470	0.2915414415
1471	0.2914911489
1472	0.2914431857
1473	0.2913694613
1474	0.291290628
1475	0.291243153
1476	0.2911932492
1477	0.2911532163
1478	0.2910670474
1479	0.2910236375
1480	0.2909208422
1481	0.2908965478
1482	0.2908254059
1483	0.2907809763
1484	0.2907321799
1485	0.2906709474
1486	0.290657411
1487	0.290618462
1488	0.2905277796
1489	0.2904616883
1490	0.2904209024
1491	0.2903911067
1492	0.2903431789
1493	0.2903362744
1494	0.290268051
1495	0.2902006941
1496	0.2901168372
1497	0.2900546219
1498	0.2900041364
1499	0.2899902848
1500	0.2899228404
1501	0.2898701752
1502	0.2897630605
1503	0.289731567
1504	0.2896794225
1505	0.2896262958
1506	0.2895936664
1507	0.289529797
1508	0.2894899419
1509	0.2893869139
1510	0.2893367278
1511	0.2892551191
1512	0.289225129
1513	0.2891705542
